Measurement Number,Total Samples,Pin44 Active (1/0),Pin45 Active (1/0),Avg Pin44 (mid points),Avg Pin45 (mid points),Out of Normal Range
7599,6,1,0,3247.5,3170.0,0
7600,6,0,1,4.5,206.5,0
7601,6,0,1,6.0,204.5,0
7602,6,1,0,3247.5,3169.5,0
7603,6,1,0,3247.5,3167.5,0
7604,6,1,0,3248.0,3168.0,0
7605,6,0,1,5.0,204.5,0
7606,6,0,1,7.0,213.5,0
7607,6,0,1,3.0,207.5,0
7608,5,0,1,7.0,204.5,0
7609,6,1,0,3247.5,3166.5,0
7610,6,0,1,7.0,206.0,0
7611,6,0,1,4.5,206.5,0
7612,6,1,0,3248.0,3169.5,0
7613,5,0,1,7.0,205.0,0
7614,6,1,0,3249.0,3167.0,0
7615,6,0,1,4.5,204.0,0
7616,6,1,0,3249.0,3167.0,0
7617,6,1,0,3249.5,3168.0,0
7618,6,1,0,3250.0,3168.0,0
7619,6,1,0,3246.0,3169.0,0
7620,5,0,1,4.5,206.0,0
7621,6,1,0,3249.0,3167.0,0
7622,5,1,0,3248.0,3166.5,0
7623,6,0,1,4.5,207.0,0
7624,6,0,1,4.5,205.0,0
7625,6,1,0,3246.5,3170.0,0
7626,6,0,1,5.5,204.5,0
7627,6,1,0,3248.5,3167.5,0
7628,6,1,0,3248.0,3171.0,0
7629,6,1,0,3248.0,3171.5,0
7630,6,0,1,4.5,205.0,0
7631,6,1,0,3250.0,3168.5,0
7632,5,1,0,3247.5,3166.0,0
7633,6,1,0,3248.0,3170.0,0
7634,6,0,1,5.5,203.5,0
7635,6,1,0,3248.0,3166.5,0
7636,6,1,0,3247.5,3166.5,0
7637,6,1,0,3248.0,3167.5,0
7638,6,0,1,5.0,203.5,0
7639,6,1,0,3248.0,3170.0,0
7640,6,1,0,3248.0,3168.0,0
7641,6,0,1,3.0,204.0,0
7642,6,1,0,3248.5,3170.0,0
7643,6,0,1,3.5,205.5,0
7644,6,0,1,5.5,305.0,0
7645,6,0,1,5.5,206.5,0
7646,6,0,1,6.5,206.5,0
7647,6,0,1,4.5,207.0,0
7648,6,1,0,3248.5,3169.5,0
7649,6,1,0,3249.0,3169.0,0
7650,5,0,1,4.0,216.0,0
7651,6,0,1,4.5,207.0,0
7652,6,0,1,3.5,205.0,0
7653,6,1,0,3247.0,3170.0,0
7654,5,0,1,3.5,205.0,0
7655,6,0,1,4.5,204.0,0
7656,6,0,1,3.5,204.0,0
7657,5,1,0,3250.5,3167.5,0
7658,6,0,1,2.5,203.5,0
7659,6,1,0,3247.5,3167.5,0
7660,6,1,0,3248.5,3169.5,0
7661,5,0,0,2045.0,206.0,1
7662,6,1,0,3249.0,3166.0,0
7663,5,1,0,3246.5,3169.5,0
7664,6,0,1,5.0,203.0,0
7665,6,1,0,3248.0,3168.0,0
7666,6,1,0,3247.0,3169.0,0
7667,6,0,1,4.0,204.5,0
7668,6,1,0,3247.0,3166.5,0
7669,6,0,1,4.0,204.5,0
7670,6,0,1,6.5,205.5,0
7671,5,0,1,4.5,205.5,0
7672,6,0,1,4.0,204.0,0
7673,6,1,0,3246.5,3168.5,0
7674,6,1,0,3247.5,3167.5,0
7675,6,0,1,4.0,205.0,0
7676,6,0,1,4.0,204.5,0
7677,6,0,1,2.0,204.5,0
7678,6,1,0,3249.5,3169.0,0
7679,6,0,1,5.0,203.0,0
7680,5,1,0,3248.0,3169.0,0
7681,6,0,1,4.0,204.5,0
7682,6,1,0,3248.0,3170.0,0
7683,6,0,1,5.5,205.5,0
7684,6,1,0,3248.5,3170.0,0
7685,5,1,0,3248.5,3170.0,0
7686,6,1,0,3248.0,3170.0,0
7687,6,1,0,3247.5,3169.5,0
7688,5,1,0,3248.0,3167.0,0
7689,6,1,0,3248.5,3167.5,0
7690,6,1,0,3246.5,3167.0,0
7691,6,1,0,3248.0,3168.5,0
7692,6,1,0,3245.5,3166.0,0
7693,6,1,0,3247.5,3167.5,0
7694,6,0,1,5.0,205.5,0
7695,5,1,0,3250.0,3168.0,0
7696,6,1,0,3246.5,3167.5,0
7697,6,0,1,4.5,203.5,0
7698,6,1,0,3248.0,3168.0,0
7699,6,1,0,3246.0,3166.5,0
7700,6,0,1,4.5,205.5,0
7701,6,1,0,3248.0,3167.0,0
7702,6,1,0,3247.5,3170.5,0
7703,6,0,1,5.0,204.0,0
7704,6,1,0,3248.5,3168.5,0
7705,6,0,1,6.0,205.5,0
7706,6,1,0,3247.5,3168.5,0
7707,6,0,1,4.5,205.5,0
7708,6,0,1,4.0,205.0,0
7709,6,1,0,3248.0,3168.5,0
7710,5,1,0,3248.0,3169.5,0
7711,5,0,1,3.0,206.0,0
7712,5,1,0,3248.0,3169.0,0
7713,6,0,1,6.0,220.0,0
7714,6,1,0,3248.5,3169.5,0
7715,6,1,0,3250.5,3170.0,0
7716,6,0,1,4.0,205.0,0
7717,6,1,0,3248.0,3169.5,0
7718,6,0,1,3.5,204.5,0
7719,6,0,1,6.0,206.0,0
7720,6,1,0,3247.0,3165.0,0
7721,5,1,0,3249.5,3168.0,0
7722,6,0,1,4.0,205.0,0
7723,6,1,0,3248.5,3170.0,0
7724,6,0,1,4.5,203.0,0
7725,6,0,1,4.0,204.0,0
7726,6,1,0,3252.0,3170.0,0
7727,6,1,0,3248.0,3169.5,0
7728,6,1,0,3247.5,3170.0,0
7729,6,1,0,3249.0,3168.5,0
7730,6,1,0,3250.0,3168.0,0
7731,6,0,1,5.0,205.0,0
7732,6,0,1,5.5,204.5,0
7733,6,1,0,3248.5,3166.5,0
7734,6,0,1,6.0,207.0,0
7735,6,0,1,5.0,205.5,0
7736,6,0,1,4.0,205.5,0
7737,6,1,0,3249.5,3167.5,0
7738,6,1,0,3246.5,3169.0,0
7739,5,1,0,3246.5,3168.5,0
7740,6,0,1,4.5,205.0,0
7741,6,0,1,4.0,205.0,0
7742,6,1,0,3249.5,3167.0,0
7743,5,1,0,3247.0,3168.5,0
7744,6,1,0,3248.5,3167.0,0
7745,6,1,0,3248.0,3170.0,0
7746,6,1,0,3247.0,3170.0,0
7747,6,1,0,3248.0,3169.0,0
7748,6,1,0,3248.5,3168.5,0
7749,6,0,1,1.5,228.5,0
7750,6,0,1,4.0,205.0,0
7751,6,1,0,3248.0,3168.0,0
7752,6,1,0,3248.0,3168.5,0
7753,6,0,0,70.0,203.5,1
7754,6,1,0,3246.0,3166.0,0
7755,6,0,1,4.5,205.5,0
7756,5,1,0,3245.5,3167.0,0
7757,6,1,0,3248.0,3168.5,0
7758,6,0,1,6.0,204.0,0
7759,6,0,1,3.0,203.0,0
7760,6,1,0,3250.0,3167.0,0
7761,6,0,1,4.5,203.5,0
7762,6,1,0,3247.0,3166.0,0
7763,6,0,1,4.5,205.5,0
7764,6,0,1,5.0,204.0,0
7765,6,1,0,3248.0,3168.5,0
7766,6,1,0,3246.5,3166.5,0
7767,6,0,1,3.5,205.0,0
7768,6,1,0,3249.5,3169.0,0
7769,6,1,0,3246.5,3167.0,0
7770,6,1,0,3248.0,3169.5,0
7771,6,1,0,3249.0,3167.5,0
7772,6,1,0,3248.0,3169.5,0
7773,6,0,1,7.5,203.5,0
7774,6,1,0,3248.0,3169.5,0
7775,6,0,1,5.5,208.5,0
7776,6,1,0,3249.5,3168.0,0
7777,6,0,1,5.0,204.5,0
7778,6,0,1,4.5,204.5,0
7779,6,1,0,3248.0,3167.0,0
7780,6,1,0,3248.0,3168.0,0
7781,6,1,0,3246.0,3168.0,0
7782,6,1,0,3250.0,3167.5,0
7783,6,1,0,3247.5,3169.0,0
7784,6,0,1,4.0,205.5,0
7785,6,0,1,4.0,205.0,0
7786,6,1,0,3250.0,3170.0,0
7787,6,1,0,3248.5,3168.0,0
7788,6,1,0,3249.0,3168.5,0
7789,6,1,0,3248.0,3166.5,0
7790,6,0,1,4.5,213.0,0
7791,6,1,0,3247.5,3168.5,0
7792,6,0,1,4.5,203.5,0
7793,5,0,1,3.5,219.0,0
7794,6,0,1,6.0,204.0,0
7795,5,0,1,4.5,204.0,0
7796,6,0,1,5.0,204.0,0
7797,6,1,0,3247.5,3168.0,0
7798,6,1,0,3249.0,3168.5,0
7799,6,1,0,3247.5,3168.5,0
7800,5,0,1,5.5,204.0,0
7801,6,1,0,3248.0,3166.5,0
7802,6,1,0,3250.0,3169.0,0
7803,6,1,0,3247.0,3166.0,0
7804,5,1,0,3248.5,3169.0,0
7805,6,1,0,3246.5,3167.5,0
7806,6,1,0,3247.0,3166.5,0
7807,5,1,0,3247.5,3169.5,0
7808,6,1,0,3248.0,3166.0,0
7809,6,0,1,4.0,204.5,0
7810,6,1,0,3247.5,3165.5,0
7811,6,1,0,3247.0,3167.0,0
7812,6,1,0,3248.5,3165.5,0
7813,6,1,0,3247.5,3167.0,0
7814,6,1,0,3247.5,3167.5,0
7815,6,1,0,3248.0,3169.0,0
7816,6,1,0,3248.0,3169.0,0
7817,6,1,0,3248.5,3169.0,0
7818,6,0,1,4.0,206.5,0
7819,5,0,1,4.5,205.0,0
7820,6,0,1,4.0,204.0,0
7821,6,0,1,3.5,203.0,0
7822,6,1,0,3247.5,3170.0,0
7823,6,0,1,5.0,204.0,0
7824,5,1,0,3247.5,3169.5,0
7825,6,1,0,3247.5,3170.0,0
7826,5,1,0,3248.0,3168.0,0
7827,6,1,0,3247.0,3168.0,0
7828,6,1,0,3247.0,3167.5,0
7829,6,0,1,4.0,206.0,0
7830,6,1,0,3246.0,3170.5,0
7831,6,0,1,3.0,208.5,0
7832,6,1,0,3248.0,3168.5,0
7833,6,0,1,4.0,208.5,0
7834,6,0,1,3.0,205.0,0
7835,6,0,1,4.5,204.5,0
7836,5,1,0,3247.5,3166.5,0
7837,6,0,1,5.5,206.5,0
7838,6,0,1,5.5,203.5,0
7839,6,0,1,6.5,203.5,0
7840,6,0,1,5.0,207.5,0
7841,6,0,1,4.5,204.5,0
7842,6,0,1,4.5,202.5,0
7843,6,1,0,3248.5,3168.0,0
7844,6,1,0,3248.0,3169.0,0
7845,6,0,1,2.5,205.5,0
7846,5,0,1,6.5,206.5,0
7847,6,1,0,3248.0,3169.0,0
7848,5,0,1,5.5,204.5,0
7849,6,1,0,3249.0,3167.0,0
7850,6,0,1,4.0,203.5,0
7851,6,0,1,4.5,203.0,0
7852,6,0,1,5.0,203.5,0
7853,5,1,0,3247.5,3166.0,0
7854,6,0,1,5.0,204.5,0
7855,6,1,0,3246.0,3165.5,0
7856,6,1,0,3245.5,3169.5,0
7857,6,0,1,5.5,204.0,0
7858,6,0,1,5.5,203.0,0
7859,6,0,1,5.0,204.5,0
7860,6,1,0,3247.5,3168.5,0
7861,6,1,0,3247.0,3168.0,0
7862,6,1,0,3247.5,3171.0,0
7863,6,0,1,4.0,204.0,0
7864,6,0,1,4.5,205.0,0
7865,6,1,0,3249.0,3167.5,0
7866,6,1,0,3247.5,3169.0,0
7867,6,1,0,3249.0,3171.0,0
7868,6,0,1,5.0,204.5,0
7869,6,1,0,3246.5,3167.0,0
7870,6,0,1,2.5,204.0,0
7871,6,1,0,3247.5,3169.0,0
7872,6,0,1,2.5,206.0,0
7873,6,0,1,5.5,221.0,0
7874,6,0,1,5.0,204.5,0
7875,6,1,0,3246.5,3168.0,0
7876,6,1,0,3248.5,3170.5,0
7877,5,0,1,7.0,203.0,0
7878,6,1,0,3249.0,3166.5,0
7879,6,0,1,3.5,205.5,0
7880,5,1,0,3250.0,3172.0,0
7881,6,1,0,3247.0,3169.5,0
7882,5,1,0,3248.0,3170.5,0
7883,6,0,1,3.5,213.5,0
7884,6,0,1,2.5,205.5,0
7885,6,0,0,98.5,209.0,1
7886,6,0,1,3.0,204.5,0
7887,6,1,0,3247.0,3168.5,0
7888,6,0,1,4.5,202.0,0
7889,5,1,0,3247.5,3167.0,0
7890,6,1,0,3247.0,3168.5,0
7891,6,0,1,5.0,204.0,0
7892,6,1,0,3249.5,3167.5,0
7893,6,1,0,3246.5,3167.5,0
7894,6,1,0,3247.5,3168.0,0
7895,6,0,1,4.0,204.0,0
7896,6,0,1,5.0,205.5,0
7897,6,0,1,4.5,203.5,0
7898,6,0,1,4.0,204.0,0
7899,5,0,1,4.0,207.0,0
7900,6,1,0,3247.5,3169.0,0
7901,6,0,1,3.5,285.5,0
7902,6,0,1,4.0,203.5,0
7903,6,1,0,3248.5,3167.0,0
7904,6,1,0,3246.5,3168.0,0
7905,6,1,0,3250.0,3169.5,0
7906,6,0,1,6.0,204.5,0
7907,6,1,0,3247.5,3169.5,0
7908,5,0,1,4.0,258.0,0
7909,6,1,0,3248.0,3166.5,0
7910,6,0,1,5.0,203.0,0
7911,6,0,1,3.5,207.0,0
7912,6,1,0,3247.0,3168.5,0
7913,6,1,0,3248.5,3168.0,0
7914,6,1,0,3248.0,3168.0,0
7915,6,1,0,3250.5,3171.5,0
7916,5,1,0,3247.5,3170.0,0
7917,6,1,0,3248.0,3166.5,0
7918,5,1,0,3248.5,3167.5,0
7919,6,0,1,5.5,203.5,0
7920,6,0,1,27.0,204.5,0
7921,6,0,1,2.0,205.0,0
7922,6,0,1,2.0,204.5,0
7923,5,1,0,3252.5,3168.5,0
7924,6,1,0,3249.0,3171.5,0
7925,5,0,1,6.5,206.5,0
7926,6,0,1,5.0,205.0,0
7927,5,0,1,5.5,205.0,0
7928,6,0,1,5.5,205.5,0
7929,6,1,0,3248.0,3166.5,0
7930,5,0,1,3.5,204.5,0
7931,6,1,0,3249.0,3169.0,0
7932,5,0,1,6.5,204.0,0
7933,6,1,0,3248.0,3168.5,0
7934,5,1,0,3247.5,3169.5,0
7935,6,0,1,5.5,205.5,0
7936,6,0,1,3.5,204.5,0
7937,6,0,1,4.5,205.5,0
7938,5,0,1,5.0,203.0,0
7939,6,0,1,7.0,207.0,0
7940,6,0,1,5.5,206.5,0
7941,6,1,0,3247.5,3169.0,0
7942,6,0,1,4.0,204.5,0
7943,6,1,0,3248.0,3170.0,0
7944,6,0,1,5.0,206.0,0
7945,6,1,0,3248.0,3167.5,0
7946,6,1,0,3247.5,3168.0,0
7947,6,0,1,4.5,205.5,0
7948,5,0,1,3.5,205.5,0
7949,6,0,1,5.0,203.5,0
7950,6,0,1,7.5,204.0,0
7951,6,1,0,3247.5,3169.5,0
7952,6,1,0,3244.5,3168.5,0
7953,5,1,0,3248.0,3166.5,0
7954,6,1,0,3248.0,3167.5,0
7955,6,0,1,3.5,204.5,0
7956,6,0,1,3.0,205.0,0
7957,6,1,0,3247.5,3167.5,0
7958,6,1,0,3248.0,3167.5,0
7959,6,0,1,2.5,206.0,0
7960,6,0,1,6.5,205.0,0
7961,6,1,0,3249.0,3170.0,0
7962,6,0,1,1.5,204.5,0
7963,5,1,0,3248.0,3168.5,0
7964,6,0,1,5.5,205.5,0
7965,6,1,0,3246.5,3166.0,0
7966,6,1,0,3248.0,3171.0,0
7967,6,0,1,4.0,204.0,0
7968,5,0,1,3.0,203.0,0
7969,6,0,1,3.5,206.0,0
7970,6,0,1,4.5,204.5,0
7971,6,0,1,5.5,206.5,0
7972,6,1,0,3249.0,3168.5,0
7973,6,1,0,3247.5,3167.5,0
7974,6,1,0,3248.0,3168.0,0
7975,5,1,0,3248.0,3167.5,0
7976,6,0,1,3.5,206.5,0
7977,6,1,0,3249.5,3169.5,0
7978,6,0,1,6.5,219.0,0
7979,6,1,0,3249.0,3170.5,0
7980,5,0,1,4.0,207.0,0
7981,6,0,1,4.5,205.5,0
7982,6,1,0,3250.0,3169.0,0
7983,6,0,1,4.0,204.5,0
7984,6,0,1,3.0,205.0,0
7985,6,1,0,3248.5,3169.0,0
7986,6,0,1,3.5,204.5,0
7987,6,1,0,3249.5,3168.0,0
7988,6,0,1,3.5,360.5,0
7989,5,0,1,4.0,207.0,0
7990,6,0,1,4.0,205.5,0
7991,6,1,0,3249.0,3170.5,0
7992,5,1,0,3249.0,3169.0,0
7993,6,0,1,3.0,209.5,0
7994,5,0,1,5.0,204.0,0
7995,6,0,1,4.5,204.0,0
7996,6,1,0,3249.0,3168.0,0
7997,6,1,0,3249.0,3167.0,0
7998,6,0,1,2.5,204.5,0
7999,6,1,0,3248.0,3167.0,0
8000,6,0,1,3.5,206.0,0
8001,6,1,0,3247.5,3170.0,0
8002,6,0,1,6.5,205.5,0
8003,6,1,0,3247.5,3166.5,0
8004,6,1,0,3250.0,3167.0,0
8005,6,0,1,2.5,205.5,0
8006,6,0,1,5.5,205.5,0
8007,6,1,0,3245.5,3169.5,0
8008,6,0,1,3.5,205.0,0
8009,6,0,1,5.5,205.0,0
8010,6,0,1,4.0,207.5,0
8011,6,1,0,3247.5,3169.0,0
8012,6,1,0,3248.0,3166.0,0
8013,6,1,0,3248.0,3168.5,0
8014,6,1,0,3247.5,3168.0,0
8015,6,0,1,7.0,205.0,0
8016,6,1,0,3249.5,3167.5,0
8017,6,0,1,5.5,205.0,0
8018,6,0,1,5.0,205.5,0
8019,6,1,0,3248.0,3166.5,0
8020,6,0,1,5.5,206.0,0
8021,6,1,0,3246.0,3167.0,0
8022,6,0,1,3.5,205.0,0
8023,6,0,1,5.0,203.5,0
8024,6,0,1,4.0,206.0,0
8025,6,1,0,3248.0,3171.0,0
8026,5,1,0,3246.5,3168.0,0
8027,6,1,0,3249.5,3169.0,0
8028,6,1,0,3248.0,3167.5,0
8029,5,1,0,3247.5,3168.5,0
8030,6,1,0,3248.0,3168.5,0
8031,6,1,0,3247.0,3169.0,0
8032,6,1,0,3247.5,3168.5,0
8033,6,1,0,3249.5,3168.5,0
8034,6,0,1,3.5,205.0,0
8035,6,1,0,3248.0,3167.5,0
8036,6,0,1,6.0,205.0,0
8037,6,0,1,4.0,204.5,0
8038,6,0,1,4.0,278.5,0
8039,6,1,0,3247.0,3169.0,0
8040,6,0,1,2.5,205.5,0
8041,5,1,0,3248.0,3167.0,0
8042,6,1,0,3248.0,3168.5,0
8043,6,1,0,3248.0,3169.5,0
8044,6,0,1,3.5,204.5,0
8045,6,0,1,4.0,204.5,0
8046,6,0,1,5.5,206.0,0
8047,6,1,0,3249.5,3170.0,0
8048,6,1,0,3247.0,3167.0,0
8049,6,0,1,4.0,205.0,0
8050,6,0,1,5.5,227.0,0
8051,6,0,1,4.0,230.5,0
8052,6,0,1,5.0,205.0,0
8053,5,0,1,5.0,205.5,0
8054,6,0,1,2.5,215.5,0
8055,5,1,0,3247.5,3168.5,0
8056,6,1,0,3248.0,3167.5,0
8057,6,1,0,3248.0,3168.0,0
8058,6,0,1,4.0,204.5,0
8059,6,1,0,3248.0,3168.0,0
8060,5,0,1,3.0,203.5,0
8061,6,1,0,3248.0,3169.5,0
8062,5,1,0,3248.0,3167.5,0
8063,6,0,1,7.5,206.0,0
8064,6,1,0,3248.5,3167.0,0
8065,6,0,1,4.0,203.5,0
8066,6,0,1,2.5,208.0,0
8067,5,0,1,4.0,207.0,0
8068,6,0,1,5.5,206.5,0
8069,6,1,0,3247.5,3169.0,0
8070,6,1,0,3249.5,3166.5,0
8071,6,0,1,2.0,205.5,0
8072,6,1,0,3248.5,3168.5,0
8073,6,1,0,3248.5,3169.0,0
8074,6,0,1,5.5,206.5,0
8075,6,1,0,3248.0,3168.0,0
8076,6,0,1,4.5,235.5,0
8077,5,1,0,3245.0,3169.0,0
8078,6,1,0,3247.5,3167.0,0
8079,5,1,0,3247.5,3168.5,0
8080,6,0,1,6.5,205.0,0
8081,6,0,1,2.5,204.0,0
8082,6,0,1,4.0,217.0,0
8083,6,1,0,3249.0,3168.5,0
8084,6,1,0,3247.5,3168.0,0
8085,6,0,1,3.0,206.0,0
8086,5,1,0,3248.0,3169.0,0
8087,6,0,1,6.0,206.5,0
8088,6,0,1,4.0,204.0,0
8089,6,0,1,3.0,203.0,0
8090,6,1,0,3247.5,3168.5,0
8091,5,0,1,3.5,203.0,0
8092,6,1,0,3248.5,3167.5,0
8093,5,0,1,3.0,237.5,0
8094,6,1,0,3248.0,3168.0,0
8095,6,0,1,2.5,205.5,0
8096,6,0,1,6.0,208.5,0
8097,6,0,1,4.0,205.0,0
8098,6,0,1,6.0,292.5,0
8099,6,1,0,3248.0,3167.5,0
8100,6,1,0,3248.0,3169.5,0
8101,6,1,0,3248.5,3169.5,0
8102,6,1,0,3248.0,3167.0,0
8103,6,1,0,3246.5,3166.5,0
8104,6,1,0,3248.0,3168.5,0
8105,6,1,0,3248.0,3167.0,0
8106,5,0,1,4.0,201.5,0
8107,6,1,0,3247.0,3168.0,0
8108,6,1,0,3250.5,3170.5,0
8109,6,1,0,3247.5,3168.0,0
8110,6,1,0,3247.5,3167.5,0
8111,6,0,1,4.5,205.5,0
8112,6,0,1,4.0,204.5,0
8113,5,0,1,5.5,207.5,0
8114,6,1,0,3247.5,3168.0,0
8115,6,1,0,3248.0,3168.0,0
8116,6,0,1,4.0,203.5,0
8117,6,0,0,1294.5,202.5,1
8118,5,0,1,2.0,203.5,0
8119,6,0,1,3.0,205.5,0
8120,6,1,0,3248.0,3168.5,0
8121,6,0,1,4.0,205.5,0
8122,6,0,1,2.5,205.5,0
8123,6,0,1,3.5,204.0,0
8124,6,0,1,5.5,218.0,0
8125,6,0,1,2.5,207.0,0
8126,6,0,1,4.5,204.0,0
8127,5,1,0,3248.0,3169.0,0
8128,6,1,0,3249.0,3168.5,0
8129,6,1,0,3247.5,3168.5,0
8130,6,1,0,3248.5,3171.5,0
8131,6,1,0,3248.5,3168.5,0
8132,5,0,1,3.0,209.0,0
8133,6,1,0,3247.5,3168.5,0
8134,5,1,0,3246.5,3167.0,0
8135,6,1,0,3248.5,3169.0,0
8136,6,1,0,3247.5,3169.5,0
8137,5,0,1,5.5,207.0,0
8138,6,1,0,3247.0,3169.0,0
8139,6,1,0,3248.5,3169.5,0
8140,6,1,0,3248.5,3170.0,0
8141,6,1,0,3249.5,3168.5,0
8142,6,1,0,3247.5,3169.5,0
8143,6,1,0,3247.0,3168.5,0
8144,6,1,0,3249.0,3168.0,0
8145,6,1,0,3248.0,3168.5,0
8146,6,0,1,6.5,205.5,0
8147,6,1,0,3248.5,3165.5,0
8148,6,0,1,4.0,204.0,0
8149,5,1,0,3249.0,3170.0,0
8150,6,1,0,3247.0,3168.5,0
8151,5,1,0,3247.0,3167.5,0
8152,6,1,0,3248.0,3168.5,0
8153,6,0,1,5.0,205.5,0
8154,6,1,0,3247.0,3166.5,0
8155,6,0,1,3.0,206.0,0
8156,6,1,0,3248.5,3170.0,0
8157,6,1,0,3248.0,3168.5,0
8158,6,1,0,3250.0,3168.0,0
8159,6,1,0,3248.0,3168.0,0
8160,6,1,0,3249.5,3167.5,0
8161,6,0,1,4.0,205.5,0
8162,6,0,1,5.0,207.0,0
8163,5,1,0,3247.0,3166.0,0
8164,6,1,0,3248.5,3166.5,0
8165,6,1,0,3248.5,3171.0,0
8166,6,1,0,3251.0,3170.5,0
8167,6,0,1,2.5,207.0,0
8168,5,0,1,1.5,205.0,0
8169,6,1,0,3248.0,3168.5,0
8170,5,0,1,4.5,206.0,0
8171,6,1,0,3247.0,3169.0,0
8172,6,1,0,3250.0,3167.5,0
8173,5,0,1,5.0,206.0,0
8174,6,0,1,3.5,204.5,0
8175,5,1,0,3247.5,3166.0,0
8176,6,1,0,3248.0,3170.0,0
8177,5,1,0,3249.0,3168.5,0
8178,6,1,0,3248.5,3169.5,0
8179,6,1,0,3246.5,3169.0,0
8180,6,0,1,6.0,204.5,0
8181,6,0,1,5.0,206.0,0
8182,6,0,1,4.5,478.5,0
8183,6,1,0,3246.0,3167.0,0
8184,6,1,0,3248.5,3167.5,0
8185,6,1,0,3247.0,3169.5,0
8186,6,0,1,4.5,205.5,0
8187,5,0,1,5.5,204.5,0
8188,6,0,1,3.0,204.5,0
8189,6,1,0,3248.5,3166.5,0
8190,6,0,1,2.5,204.5,0
8191,6,1,0,3249.0,3169.0,0
8192,6,1,0,3249.0,3168.5,0
8193,6,1,0,3248.5,3169.0,0
8194,6,0,1,3.5,209.0,0
8195,6,0,1,5.5,204.5,0
8196,6,1,0,3247.0,3167.0,0
8197,6,1,0,3247.5,3168.0,0
8198,6,0,1,3.0,205.5,0
8199,6,0,1,3.5,204.0,0
8200,6,0,0,1018.0,204.0,1
8201,5,0,1,6.5,202.5,0
8202,6,0,1,5.0,206.5,0
8203,6,0,1,6.0,204.5,0
8204,6,1,0,3246.0,3168.0,0
8205,6,1,0,3247.0,3168.5,0
8206,6,1,0,3248.0,3168.5,0
8207,6,0,1,4.0,207.0,0
8208,6,0,1,2.5,204.0,0
8209,6,1,0,3249.0,3171.5,0
8210,6,1,0,3246.5,3168.0,0
8211,6,0,1,5.5,206.0,0
8212,6,0,1,6.5,207.0,0
8213,6,1,0,3248.5,3166.5,0
8214,6,0,1,3.5,205.0,0
8215,6,1,0,3246.5,3168.5,0
8216,6,0,1,4.5,204.5,0
8217,6,1,0,3248.0,3169.0,0
8218,6,0,1,4.0,205.5,0
8219,5,1,0,3248.0,3168.0,0
8220,6,0,1,4.0,205.5,0
8221,6,0,1,5.0,207.5,0
8222,6,0,1,4.0,207.0,0
8223,6,1,0,3248.0,3167.5,0
8224,6,1,0,3248.5,3168.0,0
8225,6,1,0,3247.5,3168.5,0
8226,6,1,0,3249.5,3168.5,0
8227,6,1,0,3247.0,3169.5,0
8228,6,1,0,3248.5,3169.0,0
8229,6,0,1,5.0,204.0,0
8230,6,1,0,3248.0,3168.5,0
8231,6,0,1,4.5,205.0,0
8232,6,1,0,3248.0,3169.0,0
8233,5,1,0,3248.0,3168.0,0
8234,6,1,0,3248.0,3169.0,0
8235,6,1,0,3248.0,3169.0,0
8236,5,1,0,3251.5,3167.5,0
8237,6,0,1,4.0,206.0,0
8238,6,1,0,3246.0,3168.0,0
8239,6,0,1,5.5,203.0,0
8240,6,1,0,3248.0,3168.5,0
8241,6,1,0,3248.5,3167.0,0
8242,6,1,0,3248.5,3169.5,0
8243,6,1,0,3247.5,3168.0,0
8244,6,1,0,3247.5,3168.0,0
8245,6,0,1,4.0,203.5,0
8246,6,1,0,3247.0,3168.0,0
8247,6,1,0,3249.0,3169.0,0
8248,6,1,0,3249.0,3168.0,0
8249,6,0,1,4.5,207.0,0
8250,5,1,0,3246.0,3166.5,0
8251,6,0,1,6.0,203.5,0
8252,6,0,1,2.5,205.0,0
8253,6,1,0,3247.5,3169.0,0
8254,6,0,1,3.5,207.0,0
8255,5,1,0,3248.0,3169.5,0
8256,6,0,1,5.0,207.0,0
8257,6,1,0,3247.0,3166.5,0
8258,5,1,0,3246.5,3169.0,0
8259,6,0,1,6.0,205.0,0
8260,6,1,0,3247.5,3166.0,0
8261,6,1,0,3248.0,3169.5,0
8262,6,1,0,3248.0,3167.0,0
8263,6,1,0,3248.5,3167.0,0
8264,6,1,0,3248.5,3167.5,0
8265,5,1,0,3248.0,3167.0,0
8266,6,1,0,3248.5,3167.5,0
8267,6,1,0,3247.0,3170.0,0
8268,6,1,0,3248.0,3168.0,0
8269,6,0,1,4.5,207.0,0
8270,6,1,0,3246.5,3167.5,0
8271,6,0,1,3.5,227.0,0
8272,5,0,1,3.0,206.0,0
8273,6,1,0,3249.0,3170.5,0
8274,6,0,1,4.5,206.0,0
8275,6,0,1,5.0,205.5,0
8276,6,0,1,3.0,206.0,0
8277,6,1,0,3247.5,3169.0,0
8278,6,0,1,5.0,205.0,0
8279,6,1,0,3248.0,3167.5,0
8280,6,1,0,3248.5,3169.5,0
8281,6,1,0,3248.0,3170.5,0
8282,6,1,0,3248.0,3168.0,0
8283,6,0,1,1.5,204.0,0
8284,6,0,1,6.0,207.5,0
8285,6,0,1,5.0,204.5,0
8286,6,1,0,3249.5,3168.0,0
8287,6,0,1,6.5,205.5,0
8288,6,1,0,3247.0,3169.5,0
8289,6,0,1,3.5,208.5,0
8290,6,0,1,6.0,205.0,0
8291,6,1,0,3248.5,3170.5,0
